ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
1121,Cheryl Thomas,150,F,West Jeffreytown,Moldova,2250092599161957,"393 Simmons Fords, New Melindaside, MO 08148",2023-05-06,2023-07-25,Active,15,High Value,Lake Daniel,Paid Ads,2023-08-12,Yearly,LaptopPro,Electronics,Laptop,-3,2022-02-08,-5,3,Home bit clear film no list.
128,Antonio Evans,150,M,Chaseborough,Brunei Darussalam,2224652128115791,"3140 Nathan Circle Apt. 160, Lake Rebecca, MA 46135",2023-01-01,2023-07-18,Active,8,Frequent Shopper,Carterbury,Paid Ads,2023-08-21,Yearly,SofaDeluxe,Furniture,Sofa,259,2023-03-16,-2,1,Sound again hold figure thus ago within seat.
998,Nicole Collins,150,F,Melissaside,Mozambique,5422796515110353,"58923 Davis Village Apt. 257, North James, MT 69841",2021-09-21,2022-12-11,Churned,14,High Value,West Cassandramouth,Referral,2023-04-23,Yearly,TableDeluxe,Furniture,Table,331,2021-09-24,9,6,Design ten despite audience truth TV.
1331,Crystal Mcdonald,0,F,Lewisfurt,Togo,2241799800413710,"06701 Jacqueline Circles Suite 807, Maryshire, DC 80572",2023-05-01,2023-08-10,Active,13,High Value,Michaelberg,Organic Search,2023-08-22,Monthly,FreshSnacks,Grocery,Snacks,39,2022-05-15,9,-1,Military business necessary why see try article.
544,Julie Taylor,63,M,Lake Kenneth,Burundi,2259826416476838,"PSC 3464, Box 6892, APO AA 58277",2022-04-28,2022-11-07,Churned,10,Frequent Shopper,South Jenniferstad,Referral,2023-07-22,Yearly,FictionTales,Books,Fiction,17,2022-08-08,2,1,Market would blue economy system.
379,Mary Pacheco,150,F,Michealchester,British Virgin Islands,2532778917461026,"253 Brown Junctions, North Pamelachester, AK 47086",2023-03-23,2023-08-24,Active,15,High Value,Julianchester,Organic Search,2023-08-25,Monthly,Non-fictionTales,Books,Non-fiction,556,2022-08-22,-3,5,Analysis baby size become plan.
203,Jason Campbell,89,F,East Paul,Cameroon,2267364594832416,"5327 Dalton Vista, Princebury, MP 18022",2022-01-03,2023-02-06,Churned,6,Frequent Shopper,Kathleenland,Referral,2023-05-28,Yearly,Non-fictionTales,Books,Non-fiction,-4,2023-08-08,-4,1,Research teach use something want price report.
343,Christopher Willis,-3,M,Lake Nicoleton,Mongolia,5409995820702006,"65344 Karen Walks Apt. 304, New Jeffrey, PW 39161",2021-10-08,2023-06-11,Active,6,Frequent Shopper,Bryanview,Referral,2023-06-14,Yearly,PantsFits,Clothing,Pants,-82,2023-01-19,-1,5,That perhaps organization leg.
1281,Mallory Jimenez,150,M,South Jamieshire,Bolivia,2231384666199349,"450 Joyce Summit, South Ashley, DC 53876",2021-11-24,2022-01-10,Churned,10,Frequent Shopper,East William,Organic Search,2023-04-22,Rarely,SofaPlus,Furniture,Sofa,-10,2020-08-30,-5,2,Smile enter behavior eight.
1437,Crystal Barry,99,M,Laurafurt,Kazakhstan,2249516573075944,"8084 Mullins Extensions Apt. 814, Samanthaland, CO 49935",2022-01-31,2022-05-05,Churned,14,High Value,North Sandraburgh,Organic Search,2022-09-07,Rarely,TastySnacks,Grocery,Snacks,-27,2020-09-02,7,-1,Specific near those at seven six region.
518,Mason Kim,150,M,Port Kathleenville,Thailand,5186942370115832,"215 Smith Overpass Apt. 248, Port Jamieton, DE 21960",2023-02-23,2023-08-01,Active,13,High Value,West Patrick,Organic Search,2023-08-20,Monthly,The Art of Educational,Books,Educational,531,2021-09-22,5,0,Call then weight water.
488,Jacqueline Torres,15,F,East Jenniferchester,Greenland,2705353343392640,"52240 Jones Motorway, Port Michael, OR 10217",2021-12-30,2023-04-28,Churned,8,Frequent Shopper,Stevenville,Referral,2023-06-21,Yearly,SpeakerPro,Electronics,Speaker,10,2022-05-02,9,1,Defense suggest money those.
1473,Jennifer Smith,150,F,Brentberg,Latvia,2242809741383473,"4902 Dawn Corners, Erikachester, WY 44790",2021-12-30,2023-02-27,Churned,11,High Value,Osborneland,Referral,2023-04-27,Yearly,SofaPlus,Furniture,Sofa,623,2021-06-24,2,0,Room product feeling though few respond responsibility.
917,John Cook,-1,F,South Jesus,Australia,2720364677998283,"Unit 3004 Box 5858, DPO AP 44638",2023-06-28,2023-08-13,Active,12,High Value,North Paula,Referral,2023-08-18,Monthly,ProShirt,Clothing,Shirt,-5,2023-01-26,0,3,Put affect western model up.
232,Derrick Brown,74,M,New Eric,Slovakia (Slovak Republic),2440510015762554,"08750 Mckay Valleys Suite 525, Dennisfort, RI 79694",2023-03-26,2023-06-11,Active,5,Occasional Shopper,South Alan,Organic Search,2023-08-02,Yearly,Non-fictionGuide,Books,Non-fiction,-41,2023-07-03,9,-1,Theory free card group letter resource bring.
794,Michael Hood,65,F,Port Martin,Poland,5483787574308737,"5350 Neil Corners, West Jeffrey, VT 80415",2022-11-26,2023-03-21,Churned,5,Occasional Shopper,Jennifershire,Referral,2023-06-01,Yearly,SnacksBurst,Grocery,Snacks,-50,2020-09-30,-5,-1,System that artist off much task wear choose.
1403,Michael Hampton,5,M,North Carl,Slovenia,5586093738699327,"276 Santos Plaza Suite 005, Atkinsonview, VT 14529",2022-05-20,2023-06-02,Active,15,High Value,East Lisafurt,Organic Search,2023-08-14,Yearly,PantsFits,Clothing,Pants,-1,2020-08-29,-4,2,Focus wait fall wish see determine.
1122,Carrie Hull,0,F,West Glenda,Belize,2275923447376697,"8912 Salas Greens, Lewisstad, WI 96252",2022-08-15,2023-06-10,Active,14,High Value,Duranview,Referral,2023-06-14,Yearly,VegetablesBurst,Grocery,Vegetables,32,2022-10-16,0,3,Care break usually bed lay keep arrive organization.
514,Mallory Kelly,150,F,Josephbury,Hong Kong,5574225007633850,"845 Craig Brook Suite 983, Wolfborough, DE 27728",2021-12-29,2023-01-05,Churned,1,Occasional Shopper,Andersonstad,Referral,2023-06-25,Yearly,ShirtFits,Clothing,Shirt,60,2021-03-09,-2,2,Design store gas change.
1483,Valerie Lane,-3,M,Nicoleview,Poland,5362049479256842,"714 Brittany Inlet, Heathertown, AR 03950",2023-02-07,2023-08-16,Active,14,High Value,Lake Benjaminchester,Organic Search,2023-08-24,Monthly,MegaSpeaker,Electronics,Speaker,-76,2022-10-03,8,4,Author stock sound after.
511,Kayla Blackwell,64,M,Tylermouth,Pitcairn Islands,5162568596142306,"8063 Stacy Valleys, East Jamesfort, VI 60244",2022-09-12,2022-10-14,Churned,8,Frequent Shopper,Scottmouth,Paid Ads,2023-03-17,Yearly,UltraLaptop,Electronics,Laptop,240,2021-04-26,5,3,Year consider level peace suffer day price course.
112,Sean Anderson,150,M,Meltonfurt,Canada,2297645020158028,"81564 Patrick Extensions, Bondberg, MD 05879",2022-07-09,2023-01-13,Churned,2,Occasional Shopper,Port Susan,Organic Search,2023-04-06,Yearly,ChairPlus,Furniture,Chair,542,2022-06-03,-1,2,Off lay special two effect.
1434,Michael Armstrong,2,M,New Kyleburgh,Western Sahara,5487526471567318,"47898 Laurie Terrace, New Brandytown, ND 86708",2021-11-30,2023-08-01,Active,7,Frequent Shopper,Teresamouth,Paid Ads,2023-08-01,Monthly,FreshBeverages,Grocery,Beverages,136,2021-02-09,2,3,Professor may collection card Democrat expert.
217,Shannon Price,150,M,North Curtisland,Comoros,5376928118720348,"8994 Olson Expressway Suite 761, Morganberg, AR 21366",2022-03-09,2022-07-04,Churned,6,Frequent Shopper,North Debraside,Referral,2022-09-15,Rarely,UltraPhone,Electronics,Phone,273,2021-07-20,5,4,Since minute analysis stage defense.
499,Brandon Cisneros,-4,M,Johnfurt,Fiji,2567978252429160,"400 Chen Corner Suite 563, Barajasport, IA 66252",2022-07-02,2023-07-09,Active,3,Occasional Shopper,Alvarezton,Referral,2023-07-18,Yearly,PhoneMaster,Electronics,Phone,-71,2022-09-08,-5,4,Thus production thus environment positive.
1467,Jennifer Williams,-1,M,West Brent,Norfolk Island,2267481126506498,"950 Gail Divide Suite 583, West Jacobland, MP 79281",2022-02-19,2022-11-25,Churned,5,Occasional Shopper,New Gwendolynchester,Organic Search,2023-05-01,Yearly,ComfortChair,Furniture,Chair,-53,2023-08-08,-5,5,Tell have hour student firm receive later.
934,Molly Hoffman,3,F,Markfurt,Seychelles,5520004718230883,"17726 Travis Centers, West Kennethstad, CT 11606",2021-09-19,2022-10-08,Churned,7,Frequent Shopper,New Mark,Organic Search,2023-05-12,Yearly,FictionGuide,Books,Fiction,-32,2021-07-13,-2,-1,Letter play suggest.
225,Steven Carlson,150,M,East Margaretshire,Somalia,2621073974973705,"63189 Kevin Mountains Suite 413, New Brandy, MN 43240",2022-10-22,2023-06-22,Active,11,High Value,East Walterborough,Organic Search,2023-07-14,Yearly,EducationalGuide,Books,Educational,-94,2022-10-04,9,0,Write ability four strong discussion author about.
1042,Shannon Smith,150,F,Lake Jessica,Namibia,2259654662477148,"0317 Kaitlin Brook, South Kellie, OK 88244",2023-08-06,2023-08-15,Active,9,Frequent Shopper,Yangbury,Organic Search,2023-08-25,Monthly,JacketWear,Clothing,Jacket,794,2023-05-02,3,6,Worker property indeed.
1280,Carol Holland,150,M,Richardsonberg,Mismatched Country,2221777750457949,"6569 Betty Mill Apt. 582, Andrewsberg, FM 08033",2022-05-22,2022-07-24,Churned,11,High Value,Smithside,Organic Search,2023-01-25,Rarely,,Electronics,Phone,480,2020-12-02,-2,5,Receive support fast lawyer minute election.
1386,Katie Sherman,21,F,West Robertburgh,Georgia,2233116423253128,"104 Scott Coves, Emilyfurt, AZ 82973",2022-11-29,2023-07-15,Active,7,Frequent Shopper,Georgebury,Paid Ads,2023-08-21,Yearly,SpeakerPro,Electronics,Speaker,608,2023-08-14,4,5,Right baby business dream rate left onto wind.
397,Alejandra Johnson,-5,M,West Pamela,Moldova,2708194803456559,"065 Powell Brook, Blackberg, OH 64957",2023-06-15,2023-06-24,Active,14,High Value,Fryeview,Paid Ads,2023-08-08,Yearly,ComfortChair,Furniture,Chair,984,2022-03-30,5,-1,Skill similar table play business.
540,Whitney Fowler,4,F,Phillipsfurt,Samoa,2700221527804075,"66763 Denise Brooks Suite 273, Oscarside, MA 02137",2022-03-21,2022-11-05,Churned,3,Occasional Shopper,Campbellstad,Referral,2023-01-12,Yearly,,Clothing,Pants,-80,2022-05-25,0,2,Hour still myself their get common.
328,Maureen Jones,-1,M,New Chad,Tajikistan,2243031938497342,"8964 Ashley Stravenue Apt. 425, New Erica, NM 00787",2021-09-14,2023-03-23,Churned,10,Frequent Shopper,Port Robinhaven,Paid Ads,2023-04-23,Yearly,ProShirt,Clothing,Shirt,-13,2023-01-30,5,0,By thank education move lawyer step picture.
795,Colleen Huynh,4,F,Rittermouth,Honduras,2286241179627873,"91377 Amy Way, Woodsshire, CO 64438",2023-03-06,2023-05-06,Churned,4,Occasional Shopper,Barryburgh,Referral,2023-08-22,Yearly,TastyBeverages,Grocery,Beverages,612,2022-10-22,6,2,Look common outside school.
848,Megan Estrada,-1,M,Susanhaven,Hong Kong,2700911719364108,"PSC 3747, Box 0780, APO AE 70941",2023-05-03,2023-05-27,Churned,6,Frequent Shopper,East Bruceberg,Organic Search,2023-08-12,Yearly,ChairPlus,Furniture,Chair,412,2021-01-04,-1,5,Mother age body.
1444,Joe Tran,84,M,Patrickton,Venezuela,2711899168938828,"PSC 1040, Box 0974, APO AE 00876",2023-08-02,2023-08-19,Active,6,Frequent Shopper,Port Teresa,Referral,2023-08-20,Monthly,ChairDeluxe,Furniture,Chair,568,2021-12-09,6,4,Indeed because run section few human million.
93,Lindsey Brown,17,M,Sanchezfort,Bahrain,5392242279691631,"USNS Munoz, FPO AP 40576",2023-02-17,2023-07-09,Active,2,Occasional Shopper,South Shawnstad,Referral,2023-07-19,Yearly,ProJacket,Clothing,Jacket,534,2023-05-28,-5,3,Vote into policy Republican character.
213,Mr. Alan Greene,-5,F,Codymouth,Nigeria,2720613074048740,"5877 Robin Gateway Apt. 227, West Troy, MD 94320",2022-01-08,2022-10-16,Churned,15,High Value,Perezfurt,Paid Ads,2023-07-09,Yearly,MegaSpeaker,Electronics,Speaker,909,2021-12-04,1,6,Weight actually which culture unit identify increase.
770,Angela Quinn,28,M,West Philiphaven,Uruguay,5249375854805005,"USNS Clark, FPO AA 18948",2023-03-05,2023-08-08,Active,9,Frequent Shopper,North Jamesburgh,Paid Ads,2023-08-22,Monthly,LaptopMaster,Electronics,Laptop,180,2021-12-04,1,0,Meet write human heart manage near.
337,Paige Morales,22,M,Elizabethport,Gibraltar,2278084612779897,"40087 Jessica Loaf, Susanside, SC 35277",2022-09-26,2023-02-24,Churned,10,Frequent Shopper,East Courtneyton,Paid Ads,2023-08-25,Yearly,JacketFits,Clothing,Jacket,96,2022-09-19,9,5,Its government pull hit number hold.
803,Melvin Moore,70,F,Port Jennifer,French Guiana,2540554552476060,"8644 Weber Square, Foxmouth, IN 99947",2021-11-12,2022-08-31,Churned,9,Frequent Shopper,Jerryshire,Paid Ads,2023-06-12,Yearly,JacketFits,Clothing,Jacket,338,2020-12-23,-3,2,Drive everyone force house this quickly.
212,Jonathan Williams,56,M,Mitchellhaven,Suriname,2582102998324277,"8765 Joshua Burg Apt. 764, Lake Stevenmouth, PA 03845",2021-12-24,2023-01-07,Churned,6,Frequent Shopper,Hutchinsonville,Organic Search,2023-06-23,Yearly,SpeakerPro,Electronics,Speaker,-55,2022-06-11,8,1,Wall often star.
618,Breanna Miller,150,M,North Olivia,San Marino,5175014181581165,"66174 Victor Overpass, Thompsonview, PR 24528",2022-09-05,2023-07-04,Active,8,Frequent Shopper,South Brianshire,Paid Ads,2023-08-18,Yearly,FictionGuide,Books,Fiction,201,2021-01-19,-5,6,Serve big rate seven.
1139,Emily Adams,4,M,Port Charleneton,Venezuela,5182128819991835,"145 Green Shoal, Coreyburgh, DC 57670",2023-07-30,2023-08-05,Active,11,High Value,Kellyside,Organic Search,2023-08-20,Monthly,SofaDeluxe,Furniture,Sofa,560,2023-06-07,-1,0,Like wear unit discussion.
1168,Tiffany Smith,94,F,Lake Joseph,Bhutan,2278795027810312,"3291 Cole Dam Apt. 361, East Markbury, MS 02695",2023-02-10,2023-02-24,Churned,14,High Value,Lake Melissatown,Organic Search,2023-08-17,Yearly,Non-fictionGuide,Books,Non-fiction,912,2022-12-12,1,-1,Room teacher business chance way seven every hospital.
1136,Angela Taylor,150,F,Mckayland,Nigeria,2224356617370657,"56284 Elizabeth Camp Suite 248, Millerfurt, VA 19016",2021-09-30,2023-07-10,Active,12,High Value,Johnsonland,Paid Ads,2023-08-18,Yearly,SofaPlus,Furniture,Sofa,709,2021-12-21,-2,1,Both three both building ten.
36,Kelly Orozco,150,M,South Glendaberg,Kuwait,5104523961699282,"246 Harmon Knoll Apt. 816, New Jacob, RI 02702",2022-12-01,2023-06-16,Active,9,Frequent Shopper,Port Daniel,Paid Ads,2023-08-18,Yearly,EducationalTales,Books,Educational,-34,2021-08-05,7,3,Green campaign toward do simple relationship American.
105,Elizabeth Hayes,-5,F,East Robynton,Wallis and Futuna,2428818106577740,"35557 Corey Circle, Ramirezfort, VI 21580",2022-07-11,2022-12-29,Churned,14,High Value,Kimton,Referral,2023-04-04,Yearly,The Art of Fiction,Books,Fiction,888,2021-03-11,-3,4,Develop property fire.
362,Charles Marks,150,F,Comptonborough,Niger,5396133802690537,"15656 Michael Junction, Maloneview, NY 32583",2022-10-13,2022-11-01,Churned,15,High Value,Port James,Paid Ads,2023-05-09,Yearly,SofaPlus,Furniture,Sofa,-36,2022-01-17,-5,4,Night benefit spend there five discussion spring break.
850,Rhonda Rivas,-5,F,Monroeberg,Solomon Islands,2226014294420331,"Unit 0182 Box 2373, DPO AE 73754",2022-05-02,2023-05-05,Churned,6,Frequent Shopper,Ashleystad,Organic Search,2023-05-20,Yearly,MegaSpeaker,Electronics,Speaker,548,2023-03-26,4,6,Help place decade side technology catch.
756,Robin Garcia,30,M,West Samantha,Djibouti,2435647487323569,"2641 Diane Court, Feliciaville, LA 82905",2022-10-10,2023-04-30,Churned,14,High Value,New Maryshire,Referral,2023-06-01,Yearly,FreshSnacks,Grocery,Snacks,125,2021-10-22,7,-1,North run perhaps green rate.
758,Jason Campbell,-4,M,North Julia,Libyan Arab Jamahiriya,2294194583096666,"0545 King Greens Suite 473, West Robert, OR 57791",2022-12-06,2023-01-23,Churned,2,Occasional Shopper,New Tracey,Referral,2023-05-12,Yearly,SpeakerPro,Electronics,Speaker,-48,2023-01-06,-4,2,Outside will trouble.
365,Paul Pearson,2,M,Mckayview,Comoros,2557883639895194,"460 Carey Mill Suite 250, New Benjamin, VA 11202",2023-07-23,2023-08-23,Active,12,High Value,East Diane,Referral,2023-08-25,Monthly,TastySnacks,Grocery,Snacks,-23,2021-10-31,10,5,Operation else second down public would.
856,Michael Davenport,-4,M,Lindsayhaven,Chile,2255189653461060,"9264 Rodgers Square, New Laura, GA 97225",2023-05-28,2023-08-19,Active,9,Frequent Shopper,Danielhaven,Referral,2023-08-20,Monthly,VegetablesBurst,Grocery,Vegetables,603,2023-01-15,-4,-1,Place wonder rest play food number until yeah.
1329,Ellen Hill,150,M,West Cathyberg,Cyprus,2695440343044214,"74700 Janet Mountain, Port Lisa, FL 54628",2022-10-22,2022-11-21,Churned,1,Occasional Shopper,New Walterhaven,Organic Search,2022-12-15,Yearly,ProPants,Clothing,Pants,-37,2022-06-30,5,3,Investment prevent meeting Congress lawyer.
1496,Catherine Jones,25,M,Pughhaven,Colombia,5348721286229928,"558 Clark Wall Suite 927, Lake Rose, HI 79553",2022-11-17,2023-02-21,Churned,2,Occasional Shopper,Bennettberg,Referral,2023-04-21,Yearly,ComfortSofa,Furniture,Sofa,478,2023-04-30,-4,1,Final anything night often few quite.
565,Carol Irwin,74,M,South Chloe,Swaziland,5403083201390729,"484 Haas Extension, Lynnbury, KS 90745",2022-05-03,2022-12-03,Churned,5,Occasional Shopper,South Dylan,Organic Search,2023-08-17,Yearly,Non-fictionTales,Books,Non-fiction,858,2023-04-16,1,5,Change himself under.
249,Robin Franco MD,150,M,Garystad,Mexico,2288339008491913,"91841 Hernandez Drive Suite 477, North Chelseyside, VI 55337",2021-11-18,2021-12-23,Churned,13,High Value,Townsendfort,Organic Search,2022-12-24,Rarely,SofaPlus,Furniture,Sofa,-28,2023-08-25,5,1,Other participant order include age piece might.
476,Richard Bright,-1,M,Brownland,Lithuania,2255654636682546,"07925 Ray Dam, Port Christopher, ID 61243",2023-01-05,2023-01-11,Churned,10,Frequent Shopper,West Nancy,Organic Search,2023-06-15,Yearly,TastySnacks,Grocery,Snacks,-46,2021-12-19,0,-1,End listen season scene art.
1188,Mark Garza,150,F,Lake Nicole,Spain,2228793379545207,"82954 Watson Lodge Suite 176, Christineland, MP 65886",2021-09-03,2021-12-18,Churned,11,High Value,Port Wayneton,Referral,2022-12-28,Rarely,LaptopPro,Electronics,Laptop,-48,2022-06-19,-3,3,Field not choice without plant address.
781,Luke Reyes,3,M,New Roseburgh,Australia,2282821365913387,"05966 Barton Springs, Cameronfort, NV 69159",2022-10-04,2022-12-20,Churned,15,High Value,North Lindaport,Paid Ads,2023-01-30,Yearly,FreshBeverages,Grocery,Beverages,-39,2023-03-16,-1,4,Spring listen investment control west deep parent.
454,Karen Chandler,24,M,Davidburgh,Thailand,2309906947057800,"226 Compton Island, Nicholasview, AR 68039",2023-04-28,2023-06-21,Active,2,Occasional Shopper,West Maryshire,Referral,2023-08-20,Yearly,SofaDeluxe,Furniture,Sofa,202,2022-07-03,-3,4,Last alone fact consumer.
1354,Ashley Lewis,150,F,North Waynetown,Guernsey,2285385557867592,"3032 Brianna Square, Leeland, PR 03550",2023-05-27,2023-08-19,Active,2,Occasional Shopper,North Luis,Referral,2023-08-21,Monthly,LaptopMaster,Electronics,Laptop,-88,2022-07-06,6,6,Indeed trial determine how already dinner air.
1107,Nancy Alexander,2,F,East Jacquelinebury,Brazil,5249219188053058,"470 Stephen Glens, West Kevinside, LA 27085",2023-06-12,2023-07-03,Active,6,Frequent Shopper,Marthamouth,Referral,2023-08-23,Yearly,JacketFits,Clothing,Jacket,-71,2022-02-07,3,4,Consumer imagine try left next nearly.
230,Tammy Taylor,1,F,North Dawntown,Saint Pierre and Miquelon,2228007994608328,"87810 Miller Walk Suite 195, East Emily, NE 97683",2023-02-10,2023-04-21,Churned,14,High Value,North Raymondburgh,Referral,2023-07-10,Yearly,EducationalTales,Books,Educational,-48,2021-10-10,10,2,Produce cause score reveal candidate red it.
652,Shelby Wiley,81,M,New Henryview,Holy See (Vatican City State),5413729806054288,"223 Green Burgs Apt. 641, New Brianburgh, KS 79229",2022-10-21,2022-11-15,Churned,6,Frequent Shopper,Stewartside,Organic Search,2023-04-15,Yearly,ComfortTable,Furniture,Table,-78,2022-07-27,0,4,Skin ground throughout.
70,Rachel King,2,F,Tinaville,Maldives,2706393946016518,"384 Amanda Place, Lake Julietown, UT 60031",2023-04-15,2023-07-30,Active,11,High Value,Karenview,Paid Ads,2023-07-30,Monthly,EducationalTales,Books,Educational,-8,2023-01-12,0,-1,Floor perform usually weight six main nearly.
610,Ernest Walsh,55,M,Bryanburgh,Qatar,5519770735166911,"37889 Crystal Fall Apt. 133, Johnsonstad, OR 91558",2021-11-19,2022-06-08,Churned,6,Frequent Shopper,Port Brittney,Paid Ads,2023-05-12,Rarely,ShirtFits,Clothing,Shirt,-37,2022-01-18,0,3,Evening rise memory enjoy.
1174,Heather Schneider,46,M,North Amyland,Niger,2720758790072597,"11204 Castillo Trail, Alexisshire, NH 09803",2022-12-30,2023-06-04,Active,5,Occasional Shopper,Louisland,Paid Ads,2023-08-05,Yearly,JacketFits,Clothing,Jacket,-64,2023-07-13,-3,5,Specific factor meet be will first give tell.
1440,Cindy Kelley,69,F,West Kevin,Mismatched Country,2236518834760285,"3055 Robinson Motorway, Davisborough, CT 76268",2022-12-24,2023-01-07,Churned,2,Occasional Shopper,North Daniel,Paid Ads,2023-08-08,Yearly,,Clothing,Pants,-45,2023-05-21,-4,2,About herself from important raise consider cultural.
1395,Richard Ellis,2,M,Sethchester,Anguilla,2291876311710203,"93125 Megan Union, East Marissaland, ME 43022",2021-08-26,2023-07-26,Active,9,Frequent Shopper,East Josephview,Paid Ads,2023-08-15,Yearly,PhonePro,Electronics,Phone,-47,2022-03-12,6,5,Board prove project focus inside.
1455,Benjamin Garcia,150,F,Tylerfurt,Rwanda,2720708482227686,"2690 Harris Ports, West Eric, MP 16934",2022-12-02,2022-12-18,Churned,11,High Value,Paulville,Referral,2023-03-03,Yearly,PhoneMaster,Electronics,Phone,397,2022-03-03,-5,3,Close couple million someone.
410,Karen Knox,150,F,Scottburgh,Turkmenistan,2720652297136072,"7125 Clark Circle Apt. 639, New John, ND 02151",2022-05-27,2022-06-30,Churned,7,Frequent Shopper,Calderonchester,Referral,2023-05-31,Rarely,FreshBeverages,Grocery,Beverages,-89,2020-12-03,3,6,Get answer point before huge reason.
1381,Maria Harris,150,M,North Stacy,Slovakia (Slovak Republic),5111498741420567,"54444 Dean Valleys Apt. 466, Rayton, ND 35891",2023-04-26,2023-07-24,Active,12,High Value,South Jasonfurt,Organic Search,2023-08-14,Yearly,FictionTales,Books,Fiction,-43,2021-12-02,9,5,Condition once cold might.
1151,Kurt Morrison,150,F,Sheltonberg,Antarctica (the territory South of 60 deg S),2705287850307312,"33402 Paul Valley Suite 117, Wrightton, OH 04001",2021-11-07,2022-07-05,Churned,12,High Value,North Cheyenne,Referral,2023-03-07,Rarely,ComfortSofa,Furniture,Sofa,791,2021-04-12,3,1,Ability firm security manage sell visit.
338,William Lucas,150,F,West Ashley,Martinique,5122875546614451,"261 Amanda Ports Suite 920, Samanthaport, WI 63578",2021-11-30,2023-01-24,Churned,8,Frequent Shopper,Leonburgh,Organic Search,2023-04-05,Yearly,PhonePro,Electronics,Phone,-99,2022-06-01,3,3,Commercial personal food care through.
1025,Mark Briggs,5,M,Maddoxborough,Falkland Islands (Malvinas),5400312961498379,"0978 Emma Locks Apt. 750, North Laura, OH 69052",2022-03-03,2022-06-11,Churned,9,Frequent Shopper,North Jason,Referral,2023-02-16,Rarely,PhonePro,Electronics,Phone,912,2020-11-12,-2,6,Type effect age since.
43,Elizabeth Cunningham,72,M,Henryhaven,Colombia,2288675704312592,"8623 Booth Stravenue, Port Christopherhaven, AR 85980",2023-06-19,2023-06-29,Active,5,Occasional Shopper,West Scott,Referral,2023-08-18,Yearly,MegaSpeaker,Electronics,Speaker,-17,2022-08-12,-1,1,American here respond join.
539,Patricia Herrera,150,M,West Lauren,Sweden,2252724540801889,"7495 Daniel Expressway Apt. 285, Jennifermouth, MP 00926",2023-08-11,2023-08-23,Active,15,High Value,North Manuelburgh,Organic Search,2023-08-24,Monthly,ProJacket,Clothing,Jacket,405,2021-05-28,0,3,Rock half leave energy.
601,Brett Moore,0,M,Danielport,Iran,2237389055109423,"966 Jodi Keys Apt. 308, Middletontown, NC 93644",2022-01-11,2023-06-18,Active,5,Occasional Shopper,Melissashire,Paid Ads,2023-08-18,Yearly,The Art of Non-fiction,Books,Non-fiction,898,2022-07-17,9,1,Whole up market range.
965,Sandra Campbell,150,M,Annberg,Gambia,2291795409019956,"205 Ernest Vista Suite 727, Lake Brandon, NH 62913",2021-09-03,2023-01-15,Churned,5,Occasional Shopper,Frankshire,Referral,2023-05-05,Yearly,BeveragesBurst,Grocery,Beverages,273,2022-06-24,-2,1,Position dream wrong know help figure late.
1344,Jeffrey Jones,91,F,Munozview,Turkmenistan,2370315530884188,"598 Alice Corner, Port Tara, OH 59842",2023-06-13,2023-08-02,Active,10,Frequent Shopper,Rojasfort,Referral,2023-08-08,Monthly,SofaPlus,Furniture,Sofa,101,2022-04-16,-1,6,Social lose gun understand build to.
171,Mary Mathews,4,M,Marilynfort,Uzbekistan,2232752254502604,"23101 Gutierrez Camp Apt. 411, Lake Rogerhaven, CO 17966",2023-02-25,2023-08-16,Active,8,Frequent Shopper,North Emmamouth,Paid Ads,2023-08-24,Monthly,Non-fictionTales,Books,Non-fiction,843,2023-08-19,-2,5,Effect check arm get special thousand.
417,Randy Hill,150,F,New Robert,Libyan Arab Jamahiriya,2507654128184155,"3088 Mcgee Trace, Williamsmouth, MI 90146",2022-02-27,2023-05-23,Churned,6,Frequent Shopper,North Teresa,Paid Ads,2023-06-21,Yearly,ProPants,Clothing,Pants,681,2021-09-15,6,2,Coach century sing scientist child.
837,Marcus Holland,150,F,Brandonbury,Saint Helena,5587262088913005,"50145 Herrera Greens, Wendyborough, ID 32331",2022-04-08,2023-05-19,Churned,13,High Value,New Lisa,Referral,2023-08-21,Yearly,BeveragesBurst,Grocery,Beverages,-19,2020-11-11,10,2,Education while Republican peace various.
1249,Joan Jones,3,M,West Jasmin,Christmas Island,2253751502162918,"USNS Snyder, FPO AA 63358",2022-08-04,2022-10-24,Churned,4,Occasional Shopper,Andrehaven,Paid Ads,2023-01-08,Yearly,PantsWear,Clothing,Pants,-11,2022-12-09,2,4,Situation measure break other campaign point affect.
806,Felicia King,-1,F,West Laurafort,Morocco,2708887220930508,"6586 Jeffrey Pike Apt. 181, Port Kim, KS 46172",2021-11-28,2022-02-16,Churned,1,Occasional Shopper,Gibsonstad,Referral,2023-05-22,Rarely,SofaPlus,Furniture,Sofa,454,2022-02-16,-2,5,Education price provide dog common manage relationship.
